expression,reading,meaning,tags,part_of_speech
接続詞,せつぞくし,conjunction,JLPT_1,noun
設置,せっち,establishment; institution,JLPT_1,noun
折衷,せっちゅう,compromise; cross; blending; eclecticism,JLPT_1,noun
設定,せってい,establishment; creation,JLPT_1,noun
説得,せっとく,persuasion,JLPT_1,noun
切ない,せつない,painful; trying; sad,JLPT_1,adjective
絶版,ぜっぱん,out of print,JLPT_1,noun
設立,せつりつ,establishment; foundation; institution,JLPT_1,noun
攻め,せめ,attack; offense,JLPT_1,noun
ゼリー,ゼリー,jelly,JLPT_1,noun
セレモニー,セレモニー,ceremony,JLPT_1,noun
世論,せろん,public opinion,JLPT_1,noun
先,せん,priority; precedence; previous,JLPT_1,noun
繊維,せんい,fiber; fiber; textile,JLPT_1,noun
全快,ぜんかい,complete recovery of health,JLPT_1,noun
宣教,せんきょう,religious mission,JLPT_1,noun
宣言,せんげん,declaration; proclamation; announcement,JLPT_1,noun
戦災,せんさい,war damage,JLPT_1,noun
専修,せんしゅう,specialization,JLPT_1,noun
戦術,せんじゅつ,tactics,JLPT_1,noun
センス,センス,sense (for music; style; tact; etc.),JLPT_1,noun
潜水,せんすい,diving,JLPT_1,noun
全盛,ぜんせい,height of prosperity,JLPT_1,noun
先代,せんだい,family predecessor; previous age; previous generation,JLPT_1,noun
先だって,せんだって,recently; the other day,JLPT_1,noun
先着,せんちゃく,first arrival,JLPT_1,noun
前提,ぜんてい,preamble; premise; prerequisite,JLPT_1,noun
先天的,せんてんてき,inherent; congenital; hereditary,JLPT_1,adjective
前途,ぜんと,future prospects; outlook; the journey ahead,JLPT_1,noun
戦闘,せんとう,battle; fight; combat,JLPT_1,noun
潜入,せんにゅう,infiltration; sneaking in,JLPT_1,noun
船舶,せんぱく,ship,JLPT_1,noun
全滅,ぜんめつ,annihilation,JLPT_1,noun
専用,せんよう,exclusive use; personal use,JLPT_1,noun
占領,せんりょう,occupation; possession; have a room to oneself,JLPT_1,noun
善良,ぜんりょう,goodness; excellence; virtue,JLPT_1,noun
戦力,せんりょく,war potential,JLPT_1,noun
前例,ぜんれい,precedent,JLPT_1,noun
相応,そうおう,suitability; fitness,JLPT_1,noun
総会,そうかい,general meeting,JLPT_1,noun
創刊,そうかん,launching (e.g.; newspaper; first issue),JLPT_1,noun
雑木,ぞうき,various kinds of small trees; assorted trees,JLPT_1,noun
早急,そうきゅう,urgent,JLPT_1,adjective
早急,さっきゅう,urgent,JLPT_1,adjective
増強,ぞうきょう,reinforce; increase,JLPT_1,noun
送金,そうきん,remittance; sending money,JLPT_1,noun
走行,そうこう,running a wheeled vehicle (e.g.; car; traveling),JLPT_1,noun
総合,そうごう,synthesis; generalization,JLPT_1,noun
捜索,そうさく,search (esp. for someone or something missing; investigation),JLPT_1,noun
蔵相,ぞうしょう,Minister of Finance,JLPT_1,noun
装飾,そうしょく,ornament,JLPT_1,noun
増進,ぞうしん,promoting; increase; advance,JLPT_1,noun
相対,そうたい,relative,JLPT_1,noun
壮大,そうだい,magnificent; grand; majestic,JLPT_1,adjective
騒動,そうどう,strife; riot; rebellion,JLPT_1,noun
遭難,そうなん,disaster; shipwreck; accident,JLPT_1,noun
相場,そうば,market price; speculation; estimation,JLPT_1,noun
装備,そうび,equipment,JLPT_1,noun
創立,そうりつ,establishment; founding,JLPT_1,noun
添える,そえる,to add to; to attach; to accompany,JLPT_1,verb
ソース,ソース,source,JLPT_1,noun
即座に,そくざに,immediately; right away,JLPT_1,noun
促進,そくしん,promotion; acceleration; encouragement,JLPT_1,noun
即する,そくする,to conform to; to agree with; to be adapted to;,JLPT_1,verb
束縛,そくばく,restraint; restriction; confinement,JLPT_1,noun
側面,そくめん,side; sidelight; lateral,JLPT_1,noun
損う,そこなう,to harm; to hurt,JLPT_1,noun
そこら,そこら,everywhere; somewhere,JLPT_1,adverb
素材,そざい,raw materials; subject matter,JLPT_1,noun
阻止,そし,obstruction; check; hindrance,JLPT_1,noun
訴訟,そしょう,litigation; lawsuit,JLPT_1,noun
育ち,そだち,breeding; growth,JLPT_1,noun
措置,そち,measure; step,JLPT_1,noun
ソックス,ソックス,socks,JLPT_1,noun
素っ気無い,そっけない,cold; short; curt; blunt,JLPT_1,noun
外方,そっぽ,look (or turn) the other way,JLPT_1,noun
備え付ける,そなえつける,to provide; to equip; to install,JLPT_1,verb
備わる,そなわる,to be furnished with,JLPT_1,verb
具わる,そなわる,to be furnished with,JLPT_1,verb
聳える,そびえる,to rise; to tower; to soar,JLPT_1,verb
素朴,そぼく,simplicity; artlessness; naivety,JLPT_1,adjective
背く,そむく,to run counter to; to go against,JLPT_1,verb
染まる,そまる,to be dyed,JLPT_1,verb
染める,そめる,to dye; to color,JLPT_1,verb
そらす,そらす,to bend; to warp,JLPT_1,verb
そり (～にのる),そり (～にのる),sleigh; sled,JLPT_1,noun
反る,そる,to warp; to be warped; to curve,JLPT_1,verb
それゆえ,それゆえ,therefore; for that reason; so,JLPT_1,noun
ソロ,ソロ,solo,JLPT_1,noun
揃い,そろい,set; suit; uniform,JLPT_1,noun
ぞんざい,ぞんざい,rude; careless; slovenly,JLPT_1,adjective
損失,そんしつ,loss,JLPT_1,noun
存続,そんぞく,duration; continuance,JLPT_1,noun
ダース,ダース,dozen,JLPT_1,noun
対応,たいおう,dealing with,JLPT_1,noun
大家,たいか,rich family; distinguished family,JLPT_1,noun
退化,たいか,degeneration; retrogression,JLPT_1,noun
大概,たいがい,in general; mainly,JLPT_1,noun
体格,たいかく,physique; constitution,JLPT_1,noun
大金,たいきん,large amount of money,JLPT_1,noun
待遇,たいぐう,treatment; reception,JLPT_1,noun
対決,たいけつ,confrontation; showdown,JLPT_1,noun
体験,たいけん,personal experience,JLPT_1,noun
対抗,たいこう,opposition; antagonism,JLPT_1,noun
退治,たいじ,extermination,JLPT_1,noun
大衆,たいしゅう,general public,JLPT_1,noun
対処,たいしょ,deal with; cope,JLPT_1,noun
退職,たいしょく,retirement (from office),JLPT_1,noun
題する,だいする,to title,JLPT_1,verb
態勢,たいせい,attitude; conditions; tendency,JLPT_1,noun
対談,たいだん,talk; dialogue,JLPT_1,noun
大胆,だいたん,bold; daring; audacious,JLPT_1,adjective
対等,たいとう,equivalent,JLPT_1,noun
台無し,だいなし,mess; spoiled; (come to) nothing,JLPT_1,noun
滞納,たいのう,non-payment; default,JLPT_1,noun
対比,たいひ,contrast; comparison,JLPT_1,noun
タイピスト,タイピスト,typist,JLPT_1,noun
大部,たいぶ,most (e.g.; most part; greater; fairly; a good deal; much),JLPT_1,noun
大便,だいべん,feces,JLPT_1,noun
代弁,だいべん,speak for another,JLPT_1,noun
待望,たいぼう,long-expected; waiting,JLPT_1,noun
台本,だいほん,libretto; scenario,JLPT_1,noun
タイマー,タイマー,timer,JLPT_1,noun
怠慢,たいまん,negligence; carelessness,JLPT_1,adjective
タイミング,タイミング,timing,JLPT_1,noun
タイム,タイム,time,JLPT_1,noun
タイムリー,タイムリー,timely; run-batted-in (baseball); RBI,JLPT_1,adjective
対面,たいめん,interview; meeting,JLPT_1,noun
代用,だいよう,substitution,JLPT_1,noun
体力,たいりょく,physical strength,JLPT_1,noun
タイル,タイル,tile,JLPT_1,noun
対話,たいわ,conversation; dialogue,JLPT_1,noun
耐える,たえる,to endure; to put up with,JLPT_1,verb
堪える,たえる,to endure; to put up with,JLPT_1,verb
絶える,たえる,to die out; to become extinct,JLPT_1,verb
断える,たえる,to cease; to become extinct,JLPT_1,verb
打開,だかい,solution; breakthrough,JLPT_1,noun
焚火,たきび,(open) fire,JLPT_1,noun
妥協,だきょう,compromise; giving in,JLPT_1,noun
たくましい,たくましい,burly; strong; sturdy,JLPT_1,adjective
巧み,たくみ,skill; cleverness,JLPT_1,noun
丈,たけ,length; height,JLPT_1,noun
打撃,だげき,blow; damage; batting (baseball),JLPT_1,noun
妥結,だけつ,agreement,JLPT_1,noun
駄作,ださく,poor work,JLPT_1,noun
足し算,たしざん,addition,JLPT_1,noun
多数決,たすうけつ,majority rule,JLPT_1,noun
助け,たすけ,assistance,JLPT_1,noun
携わる,たずさわる,to engage; to involve,JLPT_1,verb
漂う,ただよう,to drift about; to float; to hang in air,JLPT_1,verb
立ち去る,たちさる,to leave; to depart,JLPT_1,verb
立ち寄る,たちよる,to stop by; to drop in for a short visit,JLPT_1,verb
抱っこ,だっこ,(child's) hug,JLPT_1,noun
達者,たっしゃ,skillful; in good health,JLPT_1,noun
脱出,だっしゅつ,escape,JLPT_1,noun
脱する,だっする,to escape from; to get out,JLPT_1,verb
達成,たっせい,achievement,JLPT_1,noun
脱退,だったい,secession; withdrawal,JLPT_1,noun
だったら,だったら,if it's the case,JLPT_1,other
立て替える,たてかえる,to pay in advance; to pay for another,JLPT_1,verb
建前,たてまえ,position; stance one takes in public; principle,JLPT_1,noun
奉る,たてまつる,to offer; to do respectfully,JLPT_1,verb
だと,だと,if it's the case,JLPT_1,other
他動詞,たどうし,transitive verb (direct object),JLPT_1,noun
辿り着く,たどりつく,to reach; to make it somehow,JLPT_1,verb
辿る,たどる,to follow (road; to pursue (course); to follow up,JLPT_1,verb
束ねる,たばねる,to tie up in a bundle; to control,JLPT_1,verb
だぶだぶ,だぶだぶ,loose; baggy,JLPT_1,adverb
他方,たほう,another side; on the other hand,JLPT_1,noun
多忙,たぼう,busy,JLPT_1,noun
給う,たまう,to receive; to grant,JLPT_1,verb
魂,たましい,soul; spirit,JLPT_1,noun
溜まり,たまり,collected things; gathering place; arrears,JLPT_1,verb
賜る,たまわる,to grant; to bestow,JLPT_1,verb
保つ,たもつ,to keep; to preserve; to sustain,JLPT_1,verb
たやすい,たやすい,easy; simple; light,JLPT_1,adjective
多様,たよう,diversity; variety,JLPT_1,adjective
だるい,だるい,sluggish; feel heavy (tired); languid,JLPT_1,adjective
弛み,たるみ,slack; slackening,JLPT_1,noun
弛む,たるむ,to slacken; to loosen; to relax,JLPT_1,verb
垂れる,たれる,to hang; to droop; to drip,JLPT_1,verb
タレント,タレント,talent; star; personality,JLPT_1,noun
タワー,タワー,tower,JLPT_1,noun
単一,たんいつ,single; simple; sole,JLPT_1,noun
短歌,たんか,31-syllable Japanese poem,JLPT_1,noun
担架,たんか,stretcher; litter,JLPT_1,noun
短気,たんき,quick temper,JLPT_1,noun
団結,だんけつ,unity; union; solidarity,JLPT_1,noun
探検,たんけん,exploration; expedition,JLPT_1,noun
断言,だんげん,assertion; declaration; affirmation,JLPT_1,noun
短縮,たんしゅく,shortening; abbreviation; reduction,JLPT_1,noun
断然,だんぜん,firmly; absolutely; definitely,JLPT_1,adverb
炭素,たんそ,carbon (C),JLPT_1,noun
短大,たんだい,junior college,JLPT_1,noun
単調,たんちょう,monotony; monotone; dullness,JLPT_1,noun
単独,たんどく,sole; single,JLPT_1,noun
旦那,だんな,master (of house); husband (informal),JLPT_1,noun
短波,たんぱ,short wave,JLPT_1,noun
蛋白質,たんぱくしつ,protein,JLPT_1,noun
ダンプ,ダンプ,dump truck,JLPT_1,noun
断面,だんめん,cross section,JLPT_1,noun
弾力,だんりょく,elasticity; flexibility,JLPT_1,noun
治安,ちあん,public order; security,JLPT_1,noun
チームワーク,チームワーク,teamwork,JLPT_1,noun
チェンジ,チェンジ,change,JLPT_1,noun
違える,ちがえる,to change,JLPT_1,verb
畜産,ちくさん,animal husbandry,JLPT_1,noun
畜生,ちくしょう,beast; brute; damn,JLPT_1,noun
蓄積,ちくせき,accumulation; accumulate; store,JLPT_1,noun
地形,ちけい,landform; geographical features; topography,JLPT_1,noun
知性,ちせい,intelligence,JLPT_1,noun
乳,ちち,milk; breast; loop,JLPT_1,noun
縮まる,ちぢまる,to be shortened; to be contracted; to shrink,JLPT_1,verb
秩序,ちつじょ,order; regularity,JLPT_1,noun
窒息,ちっそく,suffocation,JLPT_1,noun
知的,ちてき,intellectual,JLPT_1,noun
着手,ちゃくしゅ,embarkation; launch,JLPT_1,noun
着色,ちゃくしょく,coloring; coloring,JLPT_1,noun
着席,ちゃくせき,sit down; seat,JLPT_1,noun
着目,ちゃくもく,attention,JLPT_1,noun
着陸,ちゃくりく,landing; touch down,JLPT_1,noun
着工,ちゃっこう,start of (construction) work,JLPT_1,noun
茶の間,ちゃのま,living room (Japanese style),JLPT_1,noun
茶の湯,ちゃのゆ,tea ceremony,JLPT_1,noun
ちやほや,ちやほや,pamper; make a fuss of; spoil,JLPT_1,adverb
チャンネル,チャンネル,a channel,JLPT_1,noun
宙返り,ちゅうがえり,somersault; looping-the-loop,JLPT_1,noun
中継,ちゅうけい,relay; hook-up,JLPT_1,noun
忠告,ちゅうこく,advice; warning,JLPT_1,noun
中傷,ちゅうしょう,slander; libel; defamation,JLPT_1,noun
中枢,ちゅうすう,center; mainstay; nucleus,JLPT_1,noun
抽選,ちゅうせん,lottery; raffle; drawing (of lots),JLPT_1,noun
中断,ちゅうだん,interruption; suspension; break,JLPT_1,noun
中毒,ちゅうどく,poisoning,JLPT_1,noun
中腹,ちゅうふく,mountain side; halfway up,JLPT_1,noun
中立,ちゅうりつ,neutrality,JLPT_1,noun
中和,ちゅうわ,neutralize; counteract,JLPT_1,noun
～著,～ちょ,written by ~,JLPT_1,noun
腸,ちょう,bowels; intestines,JLPT_1,noun
蝶,ちょう,butterfly,JLPT_1,noun
超,ちょう,super-; ultra-; hyper-,JLPT_1,other
調印,ちょういん,signature; sign; sealing,JLPT_1,noun
聴覚,ちょうかく,the sense of hearing,JLPT_1,noun
長官,ちょうかん,chief; (government) secretary,JLPT_1,noun
聴講,ちょうこう,lecture attendance; auditing,JLPT_1,noun
徴収,ちょうしゅう,collection; levy,JLPT_1,noun
聴診器,ちょうしんき,stethoscope,JLPT_1,noun
調停,ちょうてい,arbitration; conciliation; mediation,JLPT_1,noun
重複,ちょうふく,duplication; repetition; overlapping; redundancy; restoration,JLPT_1,noun
長編,ちょうへん,long (e.g.; novel; film),JLPT_1,noun
重宝,ちょうほう,convenient; useful,JLPT_1,noun
調理,ちょうり,cooking,JLPT_1,noun
調和,ちょうわ,harmony,JLPT_1,noun
ちょくちょく,ちょくちょく,often; frequently; now and then; occasionally,JLPT_1,adverb
直面,ちょくめん,confrontation,JLPT_1,noun
著書,ちょしょ,literary work; book,JLPT_1,noun
貯蓄,ちょちく,savings,JLPT_1,noun
直感,ちょっかん,intuition; instinct,JLPT_1,noun
著名,ちょめい,well-known; noted; celebrated,JLPT_1,adjective
ちらっと,ちらっと,at a glance; by accident,JLPT_1,adverb
塵,ちり,dust; dirt,JLPT_1,noun
塵取り,ちりとり,dustpan,JLPT_1,noun
賃金,ちんぎん,wages,JLPT_1,noun
沈殿,ちんでん,precipitation; deposition; settlement,JLPT_1,noun
沈没,ちんぼつ,sinking; foundering,JLPT_1,noun
沈黙,ちんもく,silence; reticence,JLPT_1,noun
陳列,ちんれつ,exhibition; display; show,JLPT_1,noun
追及,ついきゅう,investigation; inquiry,JLPT_1,noun
追跡,ついせき,pursuit,JLPT_1,noun
追放,ついほう,exile; banishment,JLPT_1,noun
費やす,ついやす,to spend; to devote; to waste,JLPT_1,verb
墜落,ついらく,falling; crashing,JLPT_1,noun
痛感,つうかん,feeling keenly; fully realizing,JLPT_1,noun
通常,つうじょう,common; normal; usual,JLPT_1,noun
痛切,つうせつ,keen; deep,JLPT_1,adjective
杖,つえ,cane,JLPT_1,noun
使い道,つかいみち,use,JLPT_1,noun
仕える,つかえる,to serve; to work for,JLPT_1,verb
司る,つかさどる,to rule; to govern; to administer,JLPT_1,verb
つかの間,つかのま,moment; brief time;,JLPT_1,noun
月並,つきなみ,conventional; trite; common,JLPT_1,noun
継目,つぎめ,joint; seam,JLPT_1,noun
尽きる,つきる,to be used up; to be run out,JLPT_1,verb
尽くす,つくす,to exhaust; to run out; to devote; to serve,JLPT_1,verb
つくづく,つくづく,completely; really,JLPT_1,adverb
作り,つくり,make up; structure; physique,JLPT_1,noun
造り,つくり,make up; structure; physique,JLPT_1,noun
繕う,つくろう,to mend; to repair,JLPT_1,verb
付け加える,つけくわえる,to add one thing to another,JLPT_1,verb
告げる,つげる,to inform,JLPT_1,verb
つじつま (はなしの～),つじつま (はなしの～),coherence; consistency,JLPT_1,noun
筒,つつ,pipe; tube,JLPT_1,noun
突く,つつく,to thrust; to strike; to attack; to poke; to nudge; to pick at,JLPT_1,verb
突っ突く,つっつく,to prompt someone,JLPT_1,verb
謹む,つつしむ,to be careful; to be chaste or discreet,JLPT_1,verb
突っ張る,つっぱる,to support; to become stiff; to thrust (ones opponent); to stick to (ones opinion); to insist on,JLPT_1,verb
務まる,つとまる,be equal; be fit,JLPT_1,verb
勤め先,つとめさき,place of work,JLPT_1,noun
努めて,つとめて,make an effort!; work hard!,JLPT_1,verb
津波,つなみ,tsunami; tidal wave,JLPT_1,noun
つねる,つねる,to pinch,JLPT_1,verb
角,つの,horn,JLPT_1,noun
募る,つのる,to invite; to solicit help; participation; etc,JLPT_1,verb
唾,つば,saliva; spit; sputum,JLPT_1,noun
呟く,つぶやく,to mutter; to murmur,JLPT_1,verb
つぶら,つぶら,round; rotund,JLPT_1,adjective
