expression,reading,romaji,meaning,tags,part_of_speech,most_200_verb,transitivity
新入生,しんにゅうせい,shinnyuusei,new student; first-year student; freshman,JLPT_1,noun,x,
信任,しんにん,shinnin,trust; confidence; credence,JLPT_1,noun,x,
神秘,しんぴ,shinpi,mystery,JLPT_1,noun,x,
辛抱,しんぼう,shinbou,patience; endurance,JLPT_1,noun,x,
人民,じんみん,jinmin,people; public,JLPT_1,noun,x,
侵略,しんりゃく,shinriku,aggression; invasion; raid,JLPT_1,noun,x,
診療,しんりょう,shinryou,medical examination and treatment,JLPT_1,noun,x,
粋,すい,sui,essence,JLPT_1,noun,x,
水源,すいげん,suigen,source of river,JLPT_1,noun,x,
推進,すいしん,suishin,propulsion; driving force,JLPT_1,noun,x,
吹奏,すいそう,suisou,playing wind instruments,JLPT_1,noun,x,
推測,すいそく,suisoku,guess; conjecture,JLPT_1,noun,x,
水田,すいでん,suiden,(water-filled) paddy field,JLPT_1,noun,x,
推理,すいり,suiri,reasoning; inference; mystery or detective genre,JLPT_1,noun,x,
数詞,すうし,suushi,numeral,JLPT_1,noun,x,
崇拝,すうはい,suuhai,worship; adoration,JLPT_1,noun,x,
据え付ける,すえつける,suetsukeru,to install; to equip; to mount,JLPT_1,verb,x,transitive
据える,すえる,sueru,to set; to lay; to place,JLPT_1,verb,x,transitive
すがすがしい,すがすがしい,sugasugashii,fresh; refreshing,JLPT_1,adjective,x,
救い,すくい,sukui,help; aid; relief,JLPT_1,noun,x,
すくう (みずを～),すくう (みずを～),sukuu(mizuwo~),to scoop,JLPT_1,noun,x,
健やか,すこやか,sukoyaka,vigorous; healthy; sound,JLPT_1,noun,x,
濯ぐ,すすぐ,susugu,to rinse; to wash out,JLPT_1,verb,x,transitive
進み,すすみ,susumi,progress,JLPT_1,verb,x,unspecified
裾,すそ,suso,(trouser) cuff; (skirt) hem; cut edge of a hairdo,JLPT_1,noun,x,
スタジオ,スタジオ,studio,studio,JLPT_1,noun,x,
スチーム,スチーム,steam,steam,JLPT_1,noun,x,
ストライキ,ストライキ,strike,strike,JLPT_1,noun,x,
スト,スト,strike,(abbr.) strike,JLPT_1,noun,x,
ストロー,ストロー,straw,straw,JLPT_1,noun,x,
ストロボ,ストロボ,strobo,stroboscope (literally: strobo; strobe lamp; stroboscopic lamp),JLPT_1,noun,x,
すばしこい,すばしこい,subashikoi,nimble; smart; quick,JLPT_1,adjective,x,
素早い,すばやい,subayai,fast; quick,JLPT_1,adjective,x,
ずばり,ずばり,zubari,decisively; unreservedly; frankly,JLPT_1,adverb,x,
スプリング,スプリング,spring,spring,JLPT_1,noun,x,
スペース,スペース,space,space,JLPT_1,noun,x,
ずぶぬれ,ずぶぬれ,zubunure,soaked; dripping wet,JLPT_1,verb,x,unspecified
スポーツカー,スポーツカー,sportcar,sports car,JLPT_1,noun,x,
澄ます,すます,sumasu,to clear; to make clear; to listen for,JLPT_1,verb,x,transitive
清ます,すます,sumasu,to clear; to make clear; to listen for,JLPT_1,verb,x,transitive
済ます,すます,sumasu,to finish; to settle; to do without,JLPT_1,verb,x,transitive
すみやか,すみやか,sumiyaka,speedy,JLPT_1,adjective,x,
スラックス,スラックス,slacks,slacks,JLPT_1,noun,x,
ずらっと,ずらっと,zuratto,in a line; in a row,JLPT_1,verb,x,unspecified
ずるずる,ずるずる,zuruzuru,dragging on; sound of sniffling,JLPT_1,adverb,x,
ずれ,ずれ,zure,difference; gap,JLPT_1,noun,x,
すれちがい,すれちがい,surechigai,chance encounter,JLPT_1,verb,x,unspecified
擦れる,すれる,sureru,to rub; to chafe,JLPT_1,verb,x,intransitive
すんなり,すんなり,sunnari,pass with no objection; slim; slender,JLPT_1,adverb,x,
生育,せいいく,seiiku,growth; development; breeding,JLPT_1,noun,x,
成育,せいいく,seiiku,growth; raising,JLPT_1,noun,x,
成果,せいか,seika,results; fruits,JLPT_1,noun,x,
正解,せいかい,seikai,correct; right answer; solution,JLPT_1,noun,x,
正義,せいぎ,seigi,justice; right; righteousness,JLPT_1,noun,x,
生計,せいけい,seikei,livelihood; living,JLPT_1,noun,x,
政権,せいけん,seiken,(political) administration; political power,JLPT_1,noun,x,
星座,せいざ,seiza,constellation,JLPT_1,noun,x,
制裁,せいさい,seisai,restraint; sanctions; punishment,JLPT_1,noun,x,
政策,せいさく,seisaku,political measures; policy,JLPT_1,noun,x,
生死,せいし,seishi,life and death,JLPT_1,noun,x,
静止,せいし,seishi,stillness; repose; standing still,JLPT_1,noun,x,
誠実,せいじつ,seijitsu,sincere; honest; faithful,JLPT_1,adjective,x,
成熟,せいじゅく,seijuku,maturity; ripeness,JLPT_1,noun,x,
青春,せいしゅん,seishun,youth; springtime of life; adolescent,JLPT_1,noun,x,
清純,せいじゅん,seijun,purity; innocence,JLPT_1,noun,x,
聖書,せいしょ,seisho,Bible,JLPT_1,noun,x,
正常,せいじょう,seijou,normalcy; normality; normal,JLPT_1,adjective,x,
制する,せいする,seisuru,to control; to command,JLPT_1,verb,x,transitive
整然,せいぜん,seizen,orderly; regular; well-organized,JLPT_1,noun,x,
盛装,せいそう,seisou,be dressed up; wear rich clothes,JLPT_1,noun,x,
盛大,せいだい,seidai,grand; prosperous; magnificent,JLPT_1,adjective,x,
清濁,せいだく,seidaku,good and evil; purity and impurity,JLPT_1,noun,x,
制定,せいてい,seitei,enactment; establishment; creation,JLPT_1,noun,x,
静的,せいてき,seiteki,static,JLPT_1,adjective,x,
製鉄,せいてつ,seitetsu,iron manufacture,JLPT_1,noun,x,
晴天,せいてん,seiten,fine weather,JLPT_1,noun,x,
正当,せいとう,seitou,just; due; proper,JLPT_1,adjective,x,
制服,せいふく,seifuku,uniform,JLPT_1,noun,x,
征服,せいふく,seifuku,conquest; subjugation; overcoming,JLPT_1,noun,x,
製法,せいほう,seihou,manufacturing method; recipe; formula,JLPT_1,noun,x,
精密,せいみつ,seimitsu,precise; exact; detailed; minute,JLPT_1,noun,x,
税務署,ぜいむしょ,zeimusho,tax office,JLPT_1,noun,x,
制約,せいやく,seiyaku,limitation; constraints,JLPT_1,noun,x,
勢力,せいりょく,seiryoku,influence; power; might; strength,JLPT_1,noun,x,
整列,せいれつ,seiretsu,stand in a row; form a line,JLPT_1,noun,x,
セール,セール,sale,sale,JLPT_1,noun,x,
急かす,せかす,sekasu,to hurry; to urge on,JLPT_1,verb,x,transitive
伜,せがれ,segare,son; my son,JLPT_1,noun,x,
責務,せきむ,sekimu,duty; obligation,JLPT_1,noun,x,
セクション,セクション,section,section,JLPT_1,noun,x,
世辞,せじ,seji,flattery; compliment,JLPT_1,noun,x,
世帯,せたい,setai,household,JLPT_1,noun,x,
是正,ぜせい,zesei,correction; revision,JLPT_1,noun,x,
世代,せだい,sedai,generation,JLPT_1,noun,x,
切開,せっかい,sekkai,opening up; cutting through,JLPT_1,noun,x,
セックス,セックス,sex,sex,JLPT_1,noun,x,
切実,せつじつ,setsujitsu,compelling; serious; severe; acute,JLPT_1,adjective,x,
接触,せっしょく,sesshoku,touch; contact,JLPT_1,noun,x,
接続詞,せつぞくし,setsuzokushi,conjunction,JLPT_1,noun,x,
設置,せっち,secchi,establishment; institution,JLPT_1,noun,x,
折衷,せっちゅう,setchuu,compromise; cross; blending; eclecticism,JLPT_1,noun,x,
設定,せってい,settei,establishment; creation,JLPT_1,noun,o,
説得,せっとく,settoku,persuasion,JLPT_1,noun,x,
切ない,せつない,setsunai,painful; trying; sad,JLPT_1,adjective,x,
絶版,ぜっぱん,zepao,out of print,JLPT_1,noun,x,
設立,せつりつ,setsuritsu,establishment; foundation; institution,JLPT_1,noun,x,
攻め,せめ,seme,attack; offense,JLPT_1,noun,x,
ゼリー,ゼリー,jelly,jelly,JLPT_1,noun,x,
セレモニー,セレモニー,ceremony,ceremony,JLPT_1,noun,x,
世論,せろん,seron,public opinion,JLPT_1,noun,x,
先,せん,sen,priority; precedence; previous,JLPT_1,noun,x,
繊維,せんい,sen'i,fiber; fiber; textile,JLPT_1,noun,x,
全快,ぜんかい,zenkai,complete recovery of health,JLPT_1,noun,x,
宣教,せんきょう,senkyou,religious mission,JLPT_1,noun,x,
宣言,せんげん,sengen,declaration; proclamation; announcement,JLPT_1,noun,x,
戦災,せんさい,sensai,war damage,JLPT_1,noun,x,
専修,せんしゅう,senshuu,specialization,JLPT_1,noun,x,
戦術,せんじゅつ,senjutsu,tactics,JLPT_1,noun,x,
センス,センス,sense,sense (for music; style; tact; etc.),JLPT_1,noun,x,
潜水,せんすい,sensui,diving,JLPT_1,noun,x,
全盛,ぜんせい,zensei,height of prosperity,JLPT_1,noun,x,
先代,せんだい,sendai,family predecessor; previous age; previous generation,JLPT_1,noun,x,
先だって,せんだって,sendatte,recently; the other day,JLPT_1,noun,x,
先着,せんちゃく,senchaku,first arrival,JLPT_1,noun,x,
前提,ぜんてい,zentei,preamble; premise; prerequisite,JLPT_1,noun,x,
先天的,せんてんてき,sententeki,inherent; congenital; hereditary,JLPT_1,adjective,x,
前途,ぜんと,zento,future prospects; outlook; the journey ahead,JLPT_1,noun,x,
戦闘,せんとう,sentou,battle; fight; combat,JLPT_1,noun,x,
潜入,せんにゅう,sennyuu,infiltration; sneaking in,JLPT_1,noun,x,
船舶,せんぱく,senpaku,ship,JLPT_1,noun,x,
全滅,ぜんめつ,zenmetsu,annihilation,JLPT_1,noun,x,
専用,せんよう,senyou,exclusive use; personal use,JLPT_1,noun,x,
占領,せんりょう,senryou,occupation; possession; have a room to oneself,JLPT_1,noun,x,
善良,ぜんりょう,zenryou,goodness; excellence; virtue,JLPT_1,noun,x,
戦力,せんりょく,senriku,war potential,JLPT_1,noun,x,
前例,ぜんれい,zenrei,precedent,JLPT_1,noun,x,
相応,そうおう,souou,suitability; fitness,JLPT_1,noun,x,
総会,そうかい,soukai,general meeting,JLPT_1,noun,x,
創刊,そうかん,soukan,launching (e.g.; newspaper; first issue),JLPT_1,noun,x,
雑木,ぞうき,zouki,various kinds of small trees; assorted trees,JLPT_1,noun,x,
早急,そうきゅう,soukyuu,urgent,JLPT_1,adjective,x,
早急,さっきゅう,sakkyuu,urgent,JLPT_1,adjective,x,
増強,ぞうきょう,zoukyou,reinforce; increase,JLPT_1,noun,x,
送金,そうきん,soukin,remittance; sending money,JLPT_1,noun,x,
走行,そうこう,soukou,running a wheeled vehicle (e.g.; car; traveling),JLPT_1,noun,x,
総合,そうごう,sougou,synthesis; generalization,JLPT_1,noun,x,
捜索,そうさく,sousaku,search (esp. for someone or something missing; investigation),JLPT_1,noun,x,
蔵相,ぞうしょう,zoushiyoo,Minister of Finance,JLPT_1,noun,x,
装飾,そうしょく,soushoku,ornament,JLPT_1,noun,x,
増進,ぞうしん,zoushin,promoting; increase; advance,JLPT_1,noun,x,
相対,そうたい,soutai,relative,JLPT_1,noun,x,
壮大,そうだい,soudai,magnificent; grand; majestic,JLPT_1,adjective,x,
騒動,そうどう,soudou,strife; riot; rebellion,JLPT_1,noun,x,
遭難,そうなん,sounan,disaster; shipwreck; accident,JLPT_1,noun,x,
相場,そうば,souba,market price; speculation; estimation,JLPT_1,noun,x,
装備,そうび,soubi,equipment,JLPT_1,noun,x,
創立,そうりつ,souritsu,establishment; founding,JLPT_1,noun,x,
添える,そえる,soeru,to add to; to attach; to accompany,JLPT_1,verb,x,transitive
ソース,ソース,sauce,source,JLPT_1,noun,x,
即座に,そくざに,sokuzani,immediately; right away,JLPT_1,noun,x,
促進,そくしん,sokushin,promotion; acceleration; encouragement,JLPT_1,noun,x,
即する,そくする,sokusuru,to conform to; to agree with; to be adapted to;,JLPT_1,verb,x,intransitive
束縛,そくばく,sokubaku,restraint; restriction; confinement,JLPT_1,noun,x,
側面,そくめん,sokumen,side; sidelight; lateral,JLPT_1,noun,x,
損う,そこなう,sokonau,to harm; to hurt,JLPT_1,noun,x,
そこら,そこら,sokora,everywhere; somewhere,JLPT_1,adverb,x,
素材,そざい,sozai,raw materials; subject matter,JLPT_1,noun,x,
阻止,そし,soshi,obstruction; check; hindrance,JLPT_1,noun,x,
訴訟,そしょう,soshou,litigation; lawsuit,JLPT_1,noun,x,
育ち,そだち,sodachi,breeding; growth,JLPT_1,noun,x,
措置,そち,sochi,measure; step,JLPT_1,noun,x,
ソックス,ソックス,socks,socks,JLPT_1,noun,x,
素っ気無い,そっけない,sokkenai,cold; short; curt; blunt,JLPT_1,noun,x,
外方,そっぽ,soppo,look (or turn) the other way,JLPT_1,noun,x,
備え付ける,そなえつける,sonaetsukeru,to provide; to equip; to install,JLPT_1,verb,x,transitive
備わる,そなわる,sonawaru,to be furnished with,JLPT_1,verb,x,intransitive
具わる,そなわる,sonawaru,to be furnished with,JLPT_1,verb,x,intransitive
聳える,そびえる,sobieru,to rise; to tower; to soar,JLPT_1,verb,x,intransitive
素朴,そぼく,soboku,simplicity; artlessness; naivety,JLPT_1,adjective,x,
背く,そむく,somuku,to run counter to; to go against,JLPT_1,verb,x,intransitive
染まる,そまる,somaru,to be dyed,JLPT_1,verb,x,intransitive
染める,そめる,someru,to dye; to color,JLPT_1,verb,x,transitive
そらす,そらす,sorasu,to bend; to warp,JLPT_1,verb,x,transitive
そり (～にのる),そり (～にのる),sori(~ninoru),sleigh; sled,JLPT_1,noun,x,
反る,そる,soru,to warp; to be warped; to curve,JLPT_1,verb,x,intransitive
それゆえ,それゆえ,soreyue,therefore; for that reason; so,JLPT_1,noun,x,
ソロ,ソロ,solo,solo,JLPT_1,noun,x,
揃い,そろい,soroi,set; suit; uniform,JLPT_1,noun,x,
ぞんざい,ぞんざい,zonzai,rude; careless; slovenly,JLPT_1,adjective,x,
損失,そんしつ,sonshitsu,loss,JLPT_1,noun,x,
存続,そんぞく,sonzoku,duration; continuance,JLPT_1,noun,x,
ダース,ダース,darth,dozen,JLPT_1,noun,x,
対応,たいおう,taiou,dealing with,JLPT_1,noun,o,
大家,たいか,taika,rich family; distinguished family,JLPT_1,noun,x,
退化,たいか,taika,degeneration; retrogression,JLPT_1,noun,x,
大概,たいがい,taigai,in general; mainly,JLPT_1,noun,x,
体格,たいかく,taikaku,physique; constitution,JLPT_1,noun,x,
大金,たいきん,taikin,large amount of money,JLPT_1,noun,x,
待遇,たいぐう,taiguu,treatment; reception,JLPT_1,noun,x,
対決,たいけつ,taiketsu,confrontation; showdown,JLPT_1,noun,x,
体験,たいけん,taiken,personal experience,JLPT_1,noun,x,
対抗,たいこう,taikou,opposition; antagonism,JLPT_1,noun,x,
退治,たいじ,taiji,extermination,JLPT_1,noun,x,
大衆,たいしゅう,taishuu,general public,JLPT_1,noun,x,
対処,たいしょ,taisho,deal with; cope,JLPT_1,noun,x,
退職,たいしょく,taishoku,retirement (from office),JLPT_1,noun,o,
題する,だいする,daisuru,to title,JLPT_1,verb,x,transitive
態勢,たいせい,taisei,attitude; conditions; tendency,JLPT_1,noun,x,
対談,たいだん,taidan,talk; dialogue,JLPT_1,noun,x,
大胆,だいたん,daitan,bold; daring; audacious,JLPT_1,adjective,x,
対等,たいとう,taitou,equivalent,JLPT_1,noun,x,
台無し,だいなし,dainashi,mess; spoiled; (come to) nothing,JLPT_1,noun,x,
滞納,たいのう,tainou,non-payment; default,JLPT_1,noun,x,
対比,たいひ,taihi,contrast; comparison,JLPT_1,noun,x,
タイピスト,タイピスト,typist,typist,JLPT_1,noun,x,
大部,たいぶ,taibu,most (e.g.; most part; greater; fairly; a good deal; much),JLPT_1,noun,x,
大便,だいべん,daiben,feces,JLPT_1,noun,x,
代弁,だいべん,daiben,speak for another,JLPT_1,noun,x,
待望,たいぼう,taibou,long-expected; waiting,JLPT_1,noun,x,
台本,だいほん,daihon,libretto; scenario,JLPT_1,noun,x,
タイマー,タイマー,timer,timer,JLPT_1,noun,x,
怠慢,たいまん,taiman,negligence; carelessness,JLPT_1,adjective,x,
タイミング,タイミング,timing,timing,JLPT_1,noun,x,
タイム,タイム,time,time,JLPT_1,noun,x,
タイムリー,タイムリー,timely,timely; run-batted-in (baseball); RBI,JLPT_1,adjective,x,
対面,たいめん,taimen,interview; meeting,JLPT_1,noun,x,
代用,だいよう,daiyou,substitution,JLPT_1,noun,x,
体力,たいりょく,tairyoku,physical strength,JLPT_1,noun,x,
タイル,タイル,tile,tile,JLPT_1,noun,x,
対話,たいわ,taiwa,conversation; dialogue,JLPT_1,noun,x,
耐える,たえる,taeru,to endure; to put up with,JLPT_1,verb,x,both
堪える,たえる,taeru,to endure; to put up with,JLPT_1,verb,x,both
絶える,たえる,taeru,to die out; to become extinct,JLPT_1,verb,x,intransitive
断える,たえる,taeru,to cease; to become extinct,JLPT_1,verb,x,intransitive
打開,だかい,dakai,solution; breakthrough,JLPT_1,noun,x,
焚火,たきび,takibi,(open) fire,JLPT_1,noun,x,
妥協,だきょう,dakyou,compromise; giving in,JLPT_1,noun,x,
たくましい,たくましい,takumashii,burly; strong; sturdy,JLPT_1,adjective,x,
巧み,たくみ,takumi,skill; cleverness,JLPT_1,noun,x,
丈,たけ,take,length; height,JLPT_1,noun,x,
打撃,だげき,dageki,blow; damage; batting (baseball),JLPT_1,noun,x,
妥結,だけつ,daketsu,agreement,JLPT_1,noun,x,
駄作,ださく,dasaku,poor work,JLPT_1,noun,x,
足し算,たしざん,tashizan,addition,JLPT_1,noun,x,
多数決,たすうけつ,tasuuketsu,majority rule,JLPT_1,noun,x,
助け,たすけ,tasuke,assistance,JLPT_1,noun,x,
携わる,たずさわる,tazusawaru,to engage; to involve,JLPT_1,verb,x,intransitive
漂う,ただよう,tadayou,to drift about; to float; to hang in air,JLPT_1,verb,x,intransitive
立ち去る,たちさる,tachisaru,to leave; to depart,JLPT_1,verb,x,intransitive
立ち寄る,たちよる,tachiyoru,to stop by; to drop in for a short visit,JLPT_1,verb,x,intransitive
抱っこ,だっこ,dakko,(child's) hug,JLPT_1,noun,x,
達者,たっしゃ,tassha,skillful; in good health,JLPT_1,noun,x,
脱出,だっしゅつ,dasshutsu,escape,JLPT_1,noun,x,
脱する,だっする,dassuru,to escape from; to get out,JLPT_1,verb,x,transitive
達成,たっせい,tassei,achievement,JLPT_1,noun,o,
脱退,だったい,dattai,secession; withdrawal,JLPT_1,noun,x,
だったら,だったら,dattara,if it's the case,JLPT_1,other,x,
立て替える,たてかえる,tatekaeru,to pay in advance; to pay for another,JLPT_1,verb,x,transitive
建前,たてまえ,tatemae,position; stance one takes in public; principle,JLPT_1,noun,x,
奉る,たてまつる,tatematsuru,to offer; to do respectfully,JLPT_1,verb,x,transitive
だと,だと,dato,if it's the case,JLPT_1,other,x,
他動詞,たどうし,tadoushi,transitive verb (direct object),JLPT_1,noun,x,
辿り着く,たどりつく,tadoritsuku,to reach; to make it somehow,JLPT_1,verb,x,intransitive
辿る,たどる,tadoru,to follow (road; to pursue (course); to follow up,JLPT_1,verb,x,transitive
束ねる,たばねる,tabaneru,to tie up in a bundle; to control,JLPT_1,verb,x,transitive
だぶだぶ,だぶだぶ,dabudabu,loose; baggy,JLPT_1,adverb,x,
他方,たほう,tahou,another side; on the other hand,JLPT_1,noun,x,
多忙,たぼう,tabou,busy,JLPT_1,noun,x,
給う,たまう,tamau,to receive; to grant,JLPT_1,verb,x,transitive
魂,たましい,tamashii,soul; spirit,JLPT_1,noun,x,
溜まり,たまり,tamari,collected things; gathering place; arrears,JLPT_1,verb,x,unspecified
賜る,たまわる,tamawaru,to grant; to bestow,JLPT_1,verb,x,transitive
保つ,たもつ,tamotsu,to keep; to preserve; to sustain,JLPT_1,verb,x,both
たやすい,たやすい,tayasui,easy; simple; light,JLPT_1,adjective,x,
多様,たよう,tayou,diversity; variety,JLPT_1,adjective,x,
だるい,だるい,darui,sluggish; feel heavy (tired); languid,JLPT_1,adjective,x,
弛み,たるみ,tarumi,slack; slackening,JLPT_1,noun,x,
弛む,たるむ,tarumu,to slacken; to loosen; to relax,JLPT_1,verb,x,intransitive
垂れる,たれる,tareru,to hang; to droop; to drip,JLPT_1,verb,x,both
